,Emotion,text_de,Text
410,fear,fragte Lucie besorgt.,
411,fear,fragte Lisa besorgt.,
412,fear,fragte Lucie besorgt.,
413,fear,"Der Mann von da drüben ist dir nachgegangen"""", sagte Sauer besorgt.",
414,fear,Klaus hätte das schon besorgt.,
415,fear,Die Oma schaute sie besorgt an.,
416,sadness,Nach eingehender Prüfung muß das Ergebnis bestürzen.,
417,sadness,"Es wirkt bestürzend, ohne daß man es diskursiv versteht.",
418,sadness,"Dieser Brief wird Sie überraschen, vielleicht bestürzen.",
419,sadness,Von Harichs Verhaftung erfährt sie durch das Radio und reagiert bestürzt:,
420,sadness,"Herodias triumphiert, Herodes ist bestürzt über diese grausame Forderung.",
421,sadness,"Sie machten das, was man »bestürzte Gesichter« nennt.",
422,sadness,Alle Parteien äußerten sich bestürzt über die Stimmengewinne der Republikaner.,
423,sadness,Er sei bestürzt über den geringen Wert menschlichen Lebens in Uganda.,
424,sadness,Die Oberschwester führt die bestürzte und weinende Familie nach rechts hinaus.,
425,sadness,Christa war bestürzt.,
426,sadness,"Alle wissen, wer zu betrauern ist.",
427,sadness,'Dat is dat Eng vom Leed': die betrübliche Folge; niederländisch:,
428,sadness,"Das alles waren äußerst betrübliche Nachrichten, die mich sehr getroffen haben.",
429,sadness,"Ich finde das betrüblich, aber ich kann es wohl nicht ändern.",
430,sadness,"Es folgten betrübliche Zeiten, die Mix-Kultur verfiel rapide.",
431,sadness,Dann: Weyhes Verhalten sei betrüblich.,
432,sadness,Diese Sorgen und diese Betrübnis sind in gleicher Weise die meinen.,
433,sadness,Neulich schrieb er Hermlins Attacke halber »in großer Betrübnis«.,
434,sadness,Immerhin doch: Betrübnis und Enttäuschung.,
435,sadness,Sein altes Musikergesicht zeigte Sorge und Betrübnis.,
436,sadness,In eine ungeheuchelte Betrübnis versetzte sie die Absage.,
437,sadness,Tatjana war in großer Betrübnis um den Bruder.,
438,sadness,"Ein Gedankengang, der nicht frei von ahnungsvoller Betrübnis war.",
439,sadness,Einmal traf ich ihn tief betrübt in Paris:,
440,sadness,"Er mag das Washington-Jefferson, auf eine gewisse, betrübte, resignierte Art.",
441,sadness,"(Auf, sieh mein Unglück / Meine Seele ist zu Tode betrübt).",
442,sadness,"Frau B., eine zarte Fünfundsiebzigjährige, hört betrübt ihrer Leidensgeschichte zu.",
443,sadness,»Meine Seele ist betrübt bis an den Tod«.,
444,sadness,»Vor den erdrückenden Schöpfungen irrten 30 demoralisierte und betrübte Besucher herum.«,
445,sadness,Wir sind zutiefst betrübt über diese Situation.,
446,sadness,"Jedoch will er dann verstecken, daß er betrübt ist.",
447,sadness,Plötzlich sagt Rafael betrübt:,
448,fear,Sie ist jetzt wirklich sehr beunruhigt.,
449,fear,Diese Aussicht beunruhigt verständlicherweise heutige Science-Fiction-Autoren.,
450,fear,Ich fragte enttäuscht und beunruhigt:,
451,fear,Die europäischen Intellektuellen sind gequält und beunruhigt.,
452,fear,Das viele Geld beunruhigt mich.,
453,fear,Als französischer Patriot sei er nicht beunruhigt.,
454,fear,Was heiße überhaupt beunruhigt?,
455,fear,Dabei bestand zur Beunruhigung wenig Anlaß.,
456,fear,Kein Grund zur Beunruhigung.,
457,fear,"Trotz der Beunruhigung, die von Terrorakten ausging.",
458,fear,Er wirkt als Beunruhigung und verstärkt sich so selbst.,
459,fear,Man kann dies als Ausdruck einer »geschichtsphilosophischen« Beunruhigung verstehen.,
460,fear,"Bei uns gibt es keine Beunruhigung"""", erklärte Generalsekretär Günter Verheugen.",
461,sadness,Man mußte den Soldaten Trotta begraben und beweinen.,
462,fear,"Wir saßen nebeneinander, und ich mußte mir bibbernd sein Gezeter anhören:",
463,fear,"Zwei Hitlerjungen kommen angerannt, weinen, bibbern:",
464,fear,Was bibbern Sie denn.,
465,fear,"Was bibbern Sie denn bloß, Frauchen.",
466,anger,Soll ich die blöde »Adam and the Ants«-Platte endlich wegschmeißen?,
467,anger,Ein blödes Gespräch an unserem letzten Morgen.,
468,anger,"Findest du Sprichwörter, weil altmodisch, auch blöde und albern?",
469,anger,"Und ich sehe auch ein, daß die Situation blöd ist.",
470,anger,»Hast du wieder Komplexe wegen deiner blöden Behinderung?,
471,anger,Trotzdem komme ich mir blöd vor.,
472,anger,Ich wäre einfach zu blöd.,
473,anger,Mit seinem blöden Gequassel übers Leben.,
474,anger,Er grinste mich im Vorbeisegeln blöde an.,
475,anger,Vom Erscheinungsbild her ist das Kamedar blöde bis häßlich.,
476,anger,"Niemand wagte es mehr, mich blöde anzuquatschen.",
477,anger,"»Sie werden erst blöde, wenn sie ihre Köpfe abgelegt haben.",
478,anger,Hätte er doch den blöden Wal erwürgt!,
479,anger,»Nun laß ihn doch in Ruhe mit dem blöden Vertrag!,
480,anger,Und deshalb kann ein Gewichtheber nie wirklich blöde sein.,
481,anger,kichert Laura; böse war das gar nicht gemeint.,
482,anger,"Mario sieht sie belustigt, aber nicht böse an.",
483,anger,In diesem Fall hatten sich die bösesten Vorahnungen bewahrheitet.,
484,anger,Aber nach Aktenlage sah es böse für sie aus.,
485,anger,Also geschickte Tarnung seiner bösen Absichten.,
486,anger,"Du mußt nicht böse sein, daß ich dich schoß:",
487,anger,"Ja, es war wirklich ein Märchen, eines der bösesten:",
488,anger,Welch böse Ironie:,
489,anger,"Für Verschlafen setzt es böse Strafen, habe ich gehört.",
490,anger,Er guckt böse.,
491,anger,Sonst setzt es böse Strafen.,
492,anger,Ihr Blick ist böse.,
493,sadness,Er antwortete brummig:,
494,sadness,"Gegen 9h kam der Hausherr, ein massiger Graukopf, hustend u. brummig.",
495,sadness,"Was bist du brummig?""""",
496,sadness,"Hardekopf kam nach Hause, brummig verärgert, sichtlich erschöpft.",
497,sadness,"Der Pastor wird immer freundlicher und sanfter, je brummiger Kufalt antwortet.",
498,sadness,Kufalt sagt brummig:,
499,sadness,sagt Jänsch brummig.,
500,sadness,"Es klingt gehalten, höchstens noch etwas brummiger als sonst.",
501,sadness,"Man konnte nicht umhin, brummig Rede und Gegenrede zu tauschen.",
502,sadness,Auch so arg brummig und bös.,
503,sadness,schwieg sie brummig.,
504,sadness,"Meine Schwägerin meinte empört, das seien äußerst defätistische Äußerungen.",
505,sadness,"Unterernährt sagte er nicht, das wäre defätistisch gewesen.",
506,sadness,Die kleinste »defätistische« Äußerung genügt.,
507,sadness,wirke demoralisierend und schaffe Erbitterung.,
508,sadness,"Wird demoralisieren gewesen sein!""""",
509,sadness,Die Nachwirkungen dieser Demoralisierung zeigen sich heute noch.,
510,sadness,Weniges trägt so sehr zur Demoralisierung der Intellektuellen bei.,
511,sadness,"Was bleibt, ist Demoralisierung und Diskretierung der Staatsidee.",
512,sadness,Gründerschwindel und Große Depression,
513,sadness,Danach brach die Depression in Europa erst richtig los.,
514,sadness,"»Krieg, nicht etwa ökonomische Weisheit, beendete die Depression« (Galbraith 1995, 91).",
515,sadness,Die Insel liegt im Tiefdruckgebiet der tropischen Depression.,
516,sadness,"Tropische Depression, tropische...""""",
517,sadness,Japan ist in die Depression geraten.,
518,sadness,Wege aus der Depression,
519,sadness,Synaptische Depressionen.,
520,sadness,"Funktion der synaptischen Bahnung, Potenzierung und Depression.",
521,sadness,Bahnung und Depression wirken zusammen als Frequenzbandfilter.,
522,sadness,Depressionen gehen häufig mit neuroendokrinen Fehlfunktionen einher.,
523,sadness,Ein mögliches neuronales Korrelat der Habituation ist die synaptische Depression.,
524,sadness,Die biogenen Amine Noradrenalin und Serotonin sind an depressiven Zuständen beteiligt.,
525,sadness,In der DDR herrsche heute eine depressive Stimmung.,
526,sadness,Dies führte zu einer fortdauernd depressiven Grundstimmung.,
527,sadness,"Vor allem hörbar depressiv, sie hatte eine Sprechstörung.",
528,sadness,Werde ich depressiv?,
529,sadness,"Warum depressiv, warum gekränkt, warum schlägst du auf mich?",
530,sadness,Der Mann wäre rasend vor Ärger oder depressiv vor Verzweiflung.,
531,sadness,"Tom meint, Arbeit würde ihn nicht deprimieren, nur andere Menschen.",
532,fear,Das macht die moderne Literatur so deprimierend.,
533,fear,deprimierend.,
534,fear,"Es hat keinen Zweck, diese deprimierende Tatsache beschönigen zu wollen.",
535,fear,"Ich finde es auch heute noch deprimierend, um genau zu sein.",
536,fear,Diese deprimierenden Gedanken schleppte ich bis zu Leffs Haus.,
537,fear,Für mich eine deprimierende Erfahrung.,
538,fear,Weil die Wirklichkeit zu deprimierend gewesen wäre?,
539,fear,"Daß ausgerechnet liberale Politiker diese Entwicklung herbeigeführt haben, ist besonders deprimierend.",
540,fear,Das wäre deprimierend.,
541,fear,Besonders deprimierend sei der Bildungsstand der afroamerikanischen Kinder.,
542,fear,Die Wirklichkeit war komplizierter - und deprimierender zugleich.,
543,sadness,Manche machten sogar einen regelrecht deprimierten Eindruck.,
544,sadness,Und wie damals ging die Menge nach der Exekution deprimiert auseinander.,
545,sadness,"Goebbels notierte in seinem Tagebuch, wie deprimiert alle seien.",
546,sadness,Ich war tagelang deprimiert.,
547,sadness,"Wenn Irma nicht deprimiert war, besuchte sie mich nicht.",
548,sadness,Er war sehr deprimiert.,
549,sadness,"Sein Nacken war steif und schmerzte, und er fühlte sich deprimiert.",
550,sadness,"Die Kinder zogen leicht geknickt davon, wir ziemlich deprimiert.",
551,sadness,»Wir sind alle recht deprimiert.«,
552,sadness,Severe wirken deprimiert und reagieren träge.,
553,sadness,Wirkte er deprimiert?,
554,sadness,"Die winzige Todesanzeige hat mich deprimiert"""", bemerkte sie.",
555,sadness,Sehr deprimiert - unveränderter Zustand.,
556,sadness,Der desolate Zustand der Zunft hat viele Gesichter.,
557,sadness,Der Zustand erlaubte als insgesamt desolater keinerlei Konstruktivität.,
558,anger,"Umgehend verwahrte sich die Commerzbank gegen """"diese Diffamierung mit aller Schärfe"""".",
559,anger,So blieb Plato nur die Diffamierung seines unheimlichen und sperrigen Gegners.,
560,anger,Die Diffamierung wiegt schwer und muß sich durch starke Beweise rechtfertigen.,
561,anger,Infolge dieser Diffamierung und Verfolgung ... kam PENG Dehuai ums Leben.,
562,anger,Diffamierung einer Minorität,
563,anger,"Nein, diese Zicke namens Uli sei einfach und eindeutig niederträchtig, dumm.",
564,anger,»Wie unsagbar dumm und dämlich - dieser Bezug.«,
565,anger,"»Witzig«, sagte Benno Kröttmann, »aber dumm Tüg.«",
566,anger,"»Das ist doch echt 'ne dumme Tussi«, murmelt Laura.",
567,anger,"Aber wenn die Richtung stimmt, ist kein Argument zu dumm.",
568,anger,"»Fett, krüppelig, schweigend, dumm.",
569,anger,»Nur wegen deinem dummen Krug?,
570,anger,Und sei es nur wegen einem dummen Krug.,
571,anger,Für wie dumm halten die uns eigentlich?,
572,anger,Oder werden ordentlich für dumm verkauft.,
573,anger,"Sie konnte dumm sein und bieder, zynisch und klug.",
574,anger,"Ich wollte durchdrehen, aber es ging nicht.",
575,anger,Solche Motive können aber niemals eine so massive Ehrenkränkung rechtfertigen.,
576,anger,nimmt das für persönliche Ehrenkränkung.,
577,anger,Ruhe und Besonnenheit in Fragen der Ehrverletzung ist Pflicht.,
578,anger,§ 153 gilt auch bei Ehrverletzungen.,
579,joy,Sie tat es mit geringem Eifer.,
580,joy,Im Eifer des Gefechts hatten die Diskutanten die Uhrzeit vergessen.,
581,joy,Derlei Pannen sind bei dem großen Eifer der Geberländer nicht auszuschließen.,
582,joy,Die Fans beteiligen sich mit eher mäßigem Eifer an dem Ratespiel.,
583,anger,"Gab's zuwenig, zeigte er sich eingeschnappt.",
584,anger,"»Sei doch nicht gleich so eingeschnappt«, erwidert Janosch.",
585,anger,Und da war er eingeschnappt.,
586,anger,Da war er eingeschnappt.,
587,anger,Da war er eingeschnappt.,
588,anger,Wir waren auf Augenblicke »eingeschnappt«.,
589,anger,Bist Du wieder eingeschnappt oder kannst Du mir nicht verzeihen?,
590,anger,"Bist nun eingeschnappt darüber, Ernst?",
591,anger,"sauer - eingeschnappt,",
592,anger,Er ist eingeschnappt.,
593,fear,Aber davon ließen sich die jüngeren Jahrgänge nicht einschüchtern.,
594,fear,Wollte man mich einschüchtern?,
595,fear,"Es ist ziemlich schwer, jemanden in Shorts einschüchternd zu finden.",
596,fear,Er darf andere weder buchstäblich schlagen noch sie verbal einschüchtern.,
597,fear,Lisa ließ sich nicht einschüchtern:,
598,joy,"Als das Schiff gemeldet wird, erreicht seine Erwartung höchste, ekstatische Freude.",
599,joy,"Sie berühren, heißt ekstatische Flut erfahren.",
600,sadness,Distichen im elegischen Versmaß dienen.,
601,sadness,Die elegischen Ruinenlandschaften Friedrichs öffnen die Landschaft dem Vanitas-Erlebnis.,
602,sadness,»Alle elegischen Dichter sind Lumpenpack.«,
603,sadness,Sie sind aus Gewohnheit elegisch.,
604,sadness,Ich wurde elegisch und zärtlich zu den Kindern ...,
605,anger,Über solche Gemeinheiten können Sie sich natürlich empören.,
606,anger,Nach empörten Protesten war es bereits zum Jahreswechsel 1983/84 wieder da.,
607,anger,»Nie darüber nachdenken?« wiederhole ich empört.,
608,anger,»Was fällt dir ein?« sagt Pater Anselm empört.,
609,anger,Ich bin mit Recht empört.,
610,anger,Das ganze Dorf war empört über diesen Bericht.,
611,anger,Hanns Eisler war über diesen Vorwurf besonders empört.,
612,anger,Die Forderungen einer empörten und geeinten internationalen Gemeinschaft sind erfüllt worden.,
613,anger,Aber die jungen Frauen auf der Anklagebank sind empört:,
614,anger,Jetzt ist auch die Anwaltskammer empört« veröffentlicht.,
615,anger,"Oder Blumen: 12 bis 17 Prozent Zoll, was Müller besonders empört.",
616,anger,Lisa war empört.,
617,anger,"Mein Vater ist tot"""", rief sie empört.",
618,anger,Elke war damals empört gewesen über sein Verhalten.,
619,anger,Die Empörung des Herrn Grafen.,
620,anger,Die Kirche und der Hof schäumten vor Empörung.,
621,anger,"Das """"Modell Gansel"""" schlug hohe Wellen der Empörung.",
622,anger,"Keine Rede von Protest, von Empörung gar.",
623,anger,In Lisa stieg Empörung auf.,
624,anger,Lisa konnte vor Aufregung und Empörung nicht gleich aussteigen.,
625,anger,"), Entnervung, Entkräftung; enervieren, entkräften, schwächen.",
626,sadness,"»Ich will euch nicht entmutigen«, sagt er.",
627,sadness,Doch Annegret Bommelmann und ihr Team kann das nicht entmutigen.,
628,sadness,> Auch verbale Angriffe oder Manipulationsversuche können nicht entmutigen.,
629,sadness,> läßt sich von Mißerfolgen nicht entmutigen,
630,sadness,Das sollte den Finanzminister nicht entmutigen.,
631,sadness,Laß dich nicht entmutigen - der erste Schritt ist wichtig.,
632,sadness,Ernst Thälmann und seine Genossen ließen sich indessen keinen Augenblick entmutigen.,
633,fear,Die zu überwindenden Hindernisse waren entmutigend hoch.,
634,fear,"Es kann auch entmutigend sein, wenn du dich unendlich müde fühlst.",
635,fear,Alles ist entmutigend.,
636,fear,Diese Ansicht sei absolut nicht entmutigend.,
637,fear,"Es wäre traurig, wenn Sie zu entmutigenden Resultaten kämen.»",
638,fear,Diese Ansichtskarten könnten einen entmutigenden Einfluß ausüben.,
639,sadness,"Das ist Ermutigung, nicht Entmutigung.",
640,sadness,Für uns gibt es keinen Kleinmut und keine Entmutigung.«,
641,sadness,Nur eine sehr idealistische Nation hätte angesichts so vieler Entmutigungen durchgehalten.,
642,sadness,Entmutigung.,
643,sadness,In Petersburg stellte sich ein Gefühl tiefer Entmutigung ein.,
644,anger,Die Lauferei zur meist geschlossenen Post ist entnervend.,
645,anger,"Mich entnerven schon die Worte: moderner Geist, moderne Richtung.",
646,anger,Viele mögen sich entrüsten:,
647,anger,"Ist das ein Grund, sich darüber zu entrüsten.",
648,anger,"Es genügt doch nicht, sich zu entrüsten.",
649,anger,Was zu einem entrüsteten Aufschrei der betreuenden William Wilkens Werbeagentur führte.,
650,anger,"»Das verstehe ich nicht«, bemerkt Florian entrüstet.",
651,anger,Mac war entrüstet über soviel Niederträchtigkeit.,
652,anger,fragte Willi entrüstet.,
653,anger,fragte sie entrüstet zurück.,
654,anger,"Ich wollte etwas sagen, schwieg aber entrüstet.",
655,anger,fragte Lisa entrüstet.,
656,anger,rief Lisa entrüstet.,
657,anger,Jetzt sahen sie uns mit entrüsteten Gesichtern an.,
658,anger,Völlig entrüstet machte der Typ auf dem Absatz kehrt.,
659,anger,Unsere Gastgeber sind fast entrüstet über unsere Neugierde.,
660,anger,B. Benny entrüstet sich:,
661,anger,Auch die würden entrüstet sein über den Betrug an der Brücke.,
662,anger,Die Vertreter unterstrichen entrüstet:,
663,anger,Malina hebt zum Schein entrüstet die Hände:,
664,anger,"Sie haben Anteil genommen ohne Entrüstung, ohne Mitleid, ohne Überheblichkeit.",
665,fear,"Auf den Rücken fallen: sich erschrecken, entsetzen.",
666,sadness,"Rückschläge und Enttäuschungen sind die Stufen zum Erfolg.""""",
667,sadness,> Nennen Sie konkrete Beispiele für berufliche Rückschläge und Enttäuschungen.,
668,sadness,> Was war beruflich bisher Ihre größte Enttäuschung?,
669,joy,Entzücken!,
670,joy,Vater Freud sah das ja mit vergleichbarem Staunen und Entzücken.,
671,joy,"Avenarius in seinem Entzücken versuchte, Cresspahl nachzuschenken.",
672,joy,Du Gipfel meines Entzückens.,
673,joy,Michael machte einen Schrei des Entzückens.,
